mode,run_name,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
unconstrained,run_24,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,8faafa204bbdea31f500b08ab6e563b5,2026-02-24T18:32:30.461000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_25,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,7f60188802454466169e351ae15e1c9c,2026-02-24T18:32:53.262000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_26,9,9,1.0,True,4,4,1.0,4,4,1.0,True,False,True,False,True,True,624778e32884bbbd0ecb85fad72c973c,2026-02-24T18:33:28.626000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_27,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_28,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,111388c63120f76a18403c3e79b048c2,2026-02-24T18:34:46.373000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_29,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,3a4afed0389b260e530796fea83b930f,2026-02-24T18:35:24.939000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_30,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,cc6d5a49e6f5a7b6ae05c810c071d89a,2026-02-24T18:36:17.788000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_31,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,1dde0c4a19a6a8bb442b0c822252c150,2026-02-24T18:37:11.752000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_32,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,f21ec6f5a2ec887e6aaade95019b1766,2026-02-24T18:38:02.484000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_33,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,7e303f4d93ec2338c2d47386930bd100,2026-02-24T18:38:34.916000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_34,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,be9fae109b36027f31e327ae0f82eedb,2026-02-24T18:39:07.481000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_35,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,def9acc48d5c791fe0fede6718525173,2026-02-24T18:39:37.313000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_36,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,96874a29b3a9319afbb44a092d85a5a1,2026-02-24T18:40:06.509000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_37,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,4eeed15e662d45ee4ed42d45dd6e163b,2026-02-24T18:40:34.677000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_38,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,312c858ffa86d562236457b404fc01a9,2026-02-24T18:41:15.293000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_39,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,a33194deb5ce2113e258232a152d505f,2026-02-24T18:41:47.851000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_40,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,bc2c18c25d989fb0b9a9e07e0eed0e11,2026-02-24T18:42:17.057000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_41,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,52745898915d4149dc4998e34cd9acde,2026-02-24T18:42:50.409000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_42,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,0dbb05f74bdd2736272593f595f00798,2026-02-24T18:43:27.754000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_43,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,5aba1eb574f4279f0957facb75a38bd1,2026-02-24T18:43:52.620000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_44,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,60baf09dbe01a05013fc7dbdb5ce5d15,2026-02-24T18:44:23.401000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_45,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,3ca07f444bd4c7a3963dd0f867262905,2026-02-24T18:44:48.020000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_46,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,ce54138dc2f03b5e6ff34a4ccf1f0a15,2026-02-24T18:45:25.610000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_47,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,74080d5fc932675e74461e88f23863e5,2026-02-24T18:46:00.583000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_48,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,0b029877356b4667ab4109c8ee4135ab,2026-02-24T18:46:56.797000+00:00,,27,19,2,1,False,0,1.0,0.8947368421052632
unconstrained,run_49,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,b18a627217d3edabf20060d31ce39e56,2026-02-24T18:47:42.128000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_50,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_51,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,c06ee0d3b187cfed4b5055759d76f072,2026-02-24T18:48:57.658000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_52,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,6633be0108fbd5d48bc69ad5c5001c0b,2026-02-24T18:49:27.508000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_53,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_54,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,aa97552ba1160f4f7d9b8a58b6c2249d,2026-02-24T18:50:37.122000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_55,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_56,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,c15a286961d4c9ada0547bf6bce103d5,2026-02-24T18:51:48.863000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_57,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,f5596d47acabab53892b428860e44e80,2026-02-24T18:52:30.251000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_58,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,01ae82f253ee1300aa09a99c1f8d8b62,2026-02-24T18:53:00.250000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_59,9,9,1.0,True,4,4,1.0,4,4,1.0,True,False,True,False,True,True,e78718c63887d2f727e80bd2985b2ea8,2026-02-24T18:53:27.433000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_60,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,563bb2f553861f73623487419b16bbd7,2026-02-24T18:54:06.415000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_61,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,f0f55c3b87024f38838f90ac78a3a7b7,2026-02-24T18:54:35.781000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_62,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_63,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,8da7af3ce4abd352fab7a804d7db74b7,2026-02-24T18:56:04.576000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_64,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_65,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_66,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,2c626677aa4ae5d51b0f7d5d5f32464d,2026-02-24T18:57:58.942000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_67,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,a8ece8ace0026ef91f411e757d12d7fe,2026-02-24T18:58:28.921000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_68,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,668c30e0e8f76658da49dbfcd1b04042,2026-02-24T18:58:53.720000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_69,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_70,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,f10357dfb61ab6994d8df0351c0b4836,2026-02-24T19:00:02.901000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_71,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_72,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_73,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,dafae0cb16338841903e1be1dfd34c87,2026-02-24T19:02:12.163000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_74,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,a32fc9519b218859429cd2b4f107a17d,2026-02-24T19:02:48.661000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_75,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,70f85cfaaa94eec9ce4d5e5ec11671aa,2026-02-24T19:03:47.060000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_76,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ca2d09f31143375d25212a24a5665fae,2026-02-24T19:04:35.610000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_77,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_78,9,9,1.0,True,4,4,1.0,4,4,1.0,True,False,True,False,True,True,ed6ef0bd81706e039e03f99b1c44acfc,2026-02-24T19:05:59.986000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_79,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,a2b802765405c7eb89f41d7510664e49,2026-02-24T19:06:51.086000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_80,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_81,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_82,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,5de81deed8e88732e2f81ed47cbec352,2026-02-24T19:08:48.747000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_83,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,599275f6e85f25915c47ea5a427befc4,2026-02-24T19:09:18.345000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_84,8,9,0.8888888888888888,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,fda2397c431779b9c757bf2976305d85,2026-02-24T19:09:51.946000+00:00,,18,18,2,1,False,4,0.9473684210526315,0.972972972972973
unconstrained,run_85,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,130c6ae71f389dc7b36f37293888787c,2026-02-24T19:10:15.694000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_86,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,2607e17df41b6000adad1cc7c43fe747,2026-02-24T19:11:02.094000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_87,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,0c3b71c224367a5c17e4bc8f564cadd4,2026-02-24T19:11:35.310000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_88,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_89,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,cf7f6c7f5429309e07a8f5133a95eba0,2026-02-24T19:13:02.662000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_90,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,b0676ec52f80078b37a4c99ddff6e4e5,2026-02-24T19:14:01.219000+00:00,,27,19,2,1,True,19,1.0,1.0
unconstrained,run_91,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,763a7904b48834ee56553af71b91e551,2026-02-24T19:14:53.418000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_92,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_93,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,52112ca324d0a59d33a64a50aa727159,2026-02-24T19:16:14.782000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_94,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,58e3b6a372f1ea9416d30d35d34e3fed,2026-02-24T19:16:42.129000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_95,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_96,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,f5b270f666a0675100195f6ac0505301,2026-02-24T19:18:14.771000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_97,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
unconstrained,run_98,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,c7baeaec08ba2d343336b525dfd24afa,2026-02-24T19:19:28.907000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_99,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,202b46e33a41f8253c91e8aa0f27a8d7,2026-02-24T19:20:04.725000+00:00,,19,19,2,1,True,19,1.0,1.0
unconstrained,run_100,8,9,0.8888888888888888,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e875a0013b2b8716817b3d46e74a34c1,2026-02-24T19:20:48.655000+00:00,,18,18,2,1,False,4,0.9473684210526315,0.972972972972973
