mode,run_name,run_dir,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_11,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_11,f2d4d3d164fe9df2390444a737a4239c,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_12,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_12,2f9e8e5f3d9534d8d6e911eaed1b5c99,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_13,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_13,4a523d4f4a234fb637d6197275f565e6,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_14,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_14,af526cd9129e55dfb21a613a730d6f4a,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,0,,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_15,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_15,79824339c41c3b0d529a9a5751c6a000,7,0,7,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,2,1,2,2,1,True,0,,0,,0,,2,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_16,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_16,66c75b3239bbf5837607e9386f539592,5,2,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 2.,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_17,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_17,76e02a1276410c373ade4273bbd36455,5,1,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_18,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_18,ee308a4587436d3b6f6e248c705e2ef4,8,0,8,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,3,8,8,3,True,2,1,2,2,1,True,0,,0,,0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'mood_impact', 'value': 'Somewhat'}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_19,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_19,b9bf055eae23a6247615868ece1da577,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_20,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_20,1e70c9047f363c2745bd91a764a7b87b,10,4,6,0,0,answer_value_constraints,answer,False,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,3,7,7,3,True,3,1,3,3,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,2,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'field1', 'value': 'string'}",0,,6,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_21,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_21,eeeeeb51befb4fb438206d4b253e2b1e,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,1,1,1,1,1,True,0,,0,,0,,0,,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_22,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_22,3c2c6ae3eee707435d2664d698749133,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_23,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_23,6be691449b8205bd6767bed546cb8d8c,5,1,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'field1', 'value': ''}",1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_24,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_24,f8b482e794e458acd51e0726c4a7ad36,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_25,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_25,cfcbe0b9c8195e9dbf7039fd6d175496,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,0,,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_26,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_26,4ba3be2df48bc117734422707d9d380c,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_27,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_27,796c813bda00173d48005e747ad50b36,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_28,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_28,442a982488ab75fb9d4f7db35a29d4e3,4,1,3,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_29,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_29,9c78ef87ddff79fd42ed8cea541fb011,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_30,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_30,f0986d726807e8c0584ed0c99e33bf74,7,3,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,3,"Missing/invalid key in step: {'tool': 'fill', 'key': '', 'value': ''}",1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_31,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_31,3e76b5537810d28ab9926c5ff7dfea3c,9,5,2,2,0,infra_or_transport,planning,False,3,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,3,7,7,3,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: Here is the JSON array of action intents:  [     {""tool"": ""check"", ""key"": ""trust_coverage"", ""value"": ""Strongly disagree""},     {""tool"": ""check"", ""key"": ""mood_impact"", ""value"": ""Disagre",1,Completion mode requires exactly one final navigation click (next/submit); found 0.,2,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'field1', 'value': ''}",0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,Client error '400 Bad Request' for url 'http://127.0.0.1:1234/v1/chat/completions' For more information check: https://developer.mozilla.org/en-US/docs/Web/HTTP/Status/400,0,
completion,run_32,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_32,150b6d749b8d83fd8c834061d3a79595,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_33,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_33,6269a4e1fb116fe31c5e2b823c45b669,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_34,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_34,762de756bd6f7ff56909be154d083943,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_35,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_35,4c5da60a980b5e613351980f502e6f4a,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_36,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_36,bfac02f3a8f7e1f14d6d7b60764a37c6,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_37,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_37,9f77ed9844755a4cb9d3925a4cac245a,2,0,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,2,1,2,2,1,True,0,,0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_38,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_38,4e0121dd390cec43c12e389b901a2460,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': ''}",3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_39,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_39,f36541ea682fe3bab83cdb2afba90629,4,1,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_40,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_40,8306520a13d88206acd846a83d83cb9a,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_41,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_41,88f59b8b3ff7ca792c2024aadbff1fca,4,0,4,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,2,4,4,2,True,2,1,2,2,1,True,0,,0,,0,,0,,4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_42,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_42,5c2c06a80cae5ee546d26f9b71a51408,13,2,11,0,0,answer_value_constraints,answer,False,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",1,5,13,13,5,True,2,1,2,2,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",10,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_43,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_43,28f3ba5458e7f6012b7d04c9b8dffb11,2,0,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,2,1,2,2,1,True,0,,0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_44,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_44,7b49c229759e54120e22b72433b1f9c4,2,0,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,2,1,2,2,1,True,0,,0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_45,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_45,de96ddd957048377292cc864e5825518,6,0,6,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,2,6,6,2,True,2,1,2,2,1,True,0,,0,,0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'trust_coverage', 'value': ''}",5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_46,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_46,9ac2d79fef0ba7e99ec84f0db7ac0e34,2,0,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,2,1,2,2,1,True,0,,0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_47,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_47,5469ff6581d7b640b6def015012fb9e1,6,1,5,0,0,answer_value_constraints,answer,False,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,3,2,6,6,2,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,1,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'very_ closely'}",4,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_48,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_48,28c9255f2b872f2f74282e51e58445ae,4,2,2,0,0,answer_value_constraints,planning,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,3,1,3,3,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_49,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_49,73ebde6e14ed81c56eca8bb397afae17,3,0,3,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,0,,0,,0,,3,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_50,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_50,ea9b077722a932d35db33db88e6168f7,3,1,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",3,1,3,3,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_51,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_51,c49d21b910b12ea0ecae37c64933a12c,5,0,5,0,0,answer_value_constraints,answer,False,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,2,5,5,2,True,2,1,2,2,1,True,0,,0,,0,,0,,5,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
completion,run_52,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\meta-llama-3-8b-instruct\completion\run_52,cae2b9570910795f0d276372c424b2e3,2,0,2,0,0,answer_value_constraints,answer,False,1,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",2,1,2,2,1,True,2,1,2,2,1,True,0,,0,,0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age', 'value': ''}",0,,0,
