mode,run_name,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_11,bddaba11348d7abcd2fbd6d9b0b886d8,15,4,11,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'favorite_moment']",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  To address the validation feedback issues, we need to ensure that the selected values for ""employment_status"" match the options provided in the ""ACTION_SPACE"". From the image, the cor",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'favorite_moment']",0,,11,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_12,a972c36a09b611619ed19c3fb1fb1de1,15,8,7,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,0,,8,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Very satisfied'}",3,"Missing/invalid numeric value for set_range: {'tool': 'check', 'key': 'country_satisfaction', 'value': 'Very satisfied'}",0,,0,
completion,run_13,9d01b835447977d7688631786a0f7865,15,9,6,0,0,answer_option_mapping,planning,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",,,,15,5,False,,,,0,0,False,6,"VLM did not return JSON array. Raw:  The image shows a webpage with an online survey, which includes various questions that can be answered using the tools provided at the top of the page. The tools include ""fill,"" ""sele",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,6,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_14,82ab14616cab56e889f97e354e6d849f,15,11,4,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,0,,11,"Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid', 'future_interest', 'favorite_moment']",0,,4,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_15,53e1e197ef60c877f4336c5d1bdf0fc3,15,6,9,0,0,answer_option_mapping,answer,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'mood_impact'}",,,,15,5,False,,,,0,0,False,1,"Model output must be a JSON array, got: dict",5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'age', 'follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favo",0,,8,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'mood_impact'}",1,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'Somewhat satisfied'}",0,,0,
completion,run_16,e6f603468d49e161cd993b606c59d749,25,19,6,0,0,planning_completeness,planning,True,8,Completion mode requires answering all answerable items before navigation; missing keys: ['future_interest'],2,4,11,11,4,True,,,,15,5,False,7,"VLM did not return JSON array. Raw:  To address the issue of missing key 'future_interest' in the completion mode, you would need to ensure that this item is answered before proceeding to any next or submit action. Here ",12,Completion mode requires answering all answerable items before navigation; missing keys: ['future_interest'],0,,6,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'attention_image_mid'}",0,,0,,0,
completion,run_17,0ce3e736bcbdef0a435d78561d60690c,15,5,10,0,0,answer_option_mapping,answer,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  To address the validation issue, you should change the select value to match the option provided in the ACTION_SPACE. In this case, the correct value for the field ""employment_status""",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'future_interest']",0,,10,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'employment_status', 'value': 'Full-time'}",0,,0,,0,
completion,run_18,a25615a8206af37ab2987aff58b1ec6c,15,6,9,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  To complete the survey, you need to fill in answers for all the answerable items before navigating. Here's how you can proceed:  1. Select the option that best represents your trust i",5,"Completion mode requires answering all answerable items before navigation; missing keys: ['follow_by_age', 'employment_status', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,8,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'attention_text_mid', 'value': 'Strongly agree'}",1,"Missing/invalid numeric value for set_range: {'tool': 'check', 'key': 'country_satisfaction', 'value': 'Strongly agree'}",0,,0,
completion,run_19,ae84383e57957e6a15cdc7feac0e835f,15,13,2,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest']",,,,15,5,False,,,,0,0,False,2,"VLM did not return JSON array. Raw:  To address the issue of incomplete answers, I would suggest adding a checkpoint after all answerable items have been answered. This checkpoint could prompt the user to proceed with na",11,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'follow_by_age', 'attention_text_mid', 'country_satisfaction', 'future_interest']",0,,0,,2,"Missing/invalid value for fill: {'tool': 'fill', 'key': 'age'}",0,,0,
completion,run_20,6bdc47a676328edb03d98d5c7c19847f,15,6,9,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",,,,15,5,False,,,,0,0,False,1,"VLM did not return JSON array. Raw:  To address the validation feedback, we need to ensure that the selected values for the ""employment_status"" field match the options provided in the ACTION_SPACE.  Here's how you can co",5,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,7,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",2,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'strongly agree'}",0,,0,
completion,run_21,1037df80c76236ee9effeafa545ddb42,15,10,5,0,0,planning_completeness,planning,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",,,,15,5,False,,,,0,0,False,3,"VLM did not return JSON array. Raw:  The image you've provided appears to be a screenshot of an online survey or questionnaire. Based on the VALIDATION_FEEDBACK provided, here are the issues that need to be addressed:  1",7,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'attention_text_mid', 'country_satisfaction', 'future_interest', 'favorite_moment']",0,,3,"Check value must match ACTION_SPACE option label/value: {'tool': 'click', 'key': 'trust_coverage'}",2,"Missing/invalid numeric value for set_range: {'tool': 'select', 'key': 'country_satisfaction', 'value': 'very_satisfied'}",0,,0,
