mode,run_name,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_45,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_46,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,cc5d83694ab5fd264505b3232afad491,2026-02-24T22:26:19.077000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_47,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_48,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,11bd8935573d7684445af4b4e3bf4ca0,2026-02-24T22:27:36.107000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_49,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_50,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_51,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,a2752df511ceb87be8a17c682bcd28cc,2026-02-24T22:30:06.003000+00:00,,19,19,2,1,False,0,1.0,0.7894736842105263
completion,run_52,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,5901a65df666a44d9fcbd8da13f42293,2026-02-24T22:30:54.201000+00:00,,19,19,2,1,False,0,1.0,0.7894736842105263
completion,run_53,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,09e9835d8ad8777cae3c905781c7f5a6,2026-02-24T22:31:28.615000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_54,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_55,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_56,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_57,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_58,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,8320c05de87f51f3bd5e2e9c306a5e29,2026-02-24T22:35:38.539000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_59,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,2b0fe2cb2da36cdeadf7e86521fe5cd5,2026-02-24T22:36:37.138000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_60,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,d0b6967b615775ac4fcf874b94f03fd5,2026-02-24T22:37:05.883000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_61,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_62,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e88879dc1f1620671605bf0d621c60a8,2026-02-24T22:38:25.067000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_63,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_64,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_65,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_66,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_67,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_68,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_69,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e5410cdd5bbe5fa310e012e0c1e2ba02,2026-02-24T22:44:08.954000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_70,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_71,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e4929c52304f743710c1e841289bd50b,2026-02-24T22:46:11.131000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_72,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_73,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_74,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e96b29504267bab7fe23fa86fe933007,2026-02-24T22:48:21.499000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_75,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_76,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_77,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_78,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,0,0.5789473684210527,0.5333333333333333
completion,run_79,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,1c6e170ee0df7942be30033d6a341f69,2026-02-24T22:51:38.421000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_80,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_81,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,4,0.5789473684210527,0.6
completion,run_82,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,6a2bbdfe230a5c4d803f78c1d35a5315,2026-02-24T22:53:51.750000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_83,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,2bef50a4e3f45d974e886b1a8e221fad,2026-02-24T22:54:41.413000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_84,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_85,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,0824d2f997406b238a63aec0cd95ff28,2026-02-24T22:56:00.146000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_86,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,4d8d14322a9cfdfbb80881a2400e1584,2026-02-24T22:56:37.924000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_87,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,996f4ff26985028cb62033f836e6b7bf,2026-02-24T22:57:11.115000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_88,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_89,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_90,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_91,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_92,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,cc17073127eb4dce1c3725fde8b4e0b1,2026-02-24T23:00:51.624000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_93,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_94,,,,,,,,,,,,,,,False,False,,,,11,11,1,0,False,11,0.5789473684210527,0.7333333333333333
completion,run_95,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,d7c5e575e47e628ffb0d616ade81cfa0,2026-02-24T23:03:26.144000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_96,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_97,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_98,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_99,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,e4235e5b29fc0ac81adf93a9b845c225,2026-02-24T23:05:55.095000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_100,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,f35670ba54779662595592b17d5ebf8f,2026-02-24T23:06:35.761000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
