mode,run_name,run_dir,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_2015_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2015_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,0d706613bad924690e65386f22dcd640,2026-02-24T01:16:07.582000+00:00,1.063,19,19,2,1,True,19,1.0,1.0
completion,run_2016_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2016_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,5584441fabf64f936f646c7db49c6d10,2026-02-24T01:16:49.741000+00:00,1.068,19,19,2,1,True,19,1.0,1.0
completion,run_2016_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2016_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,7d4ab81f571e84c859d064872b62ae6d,2026-02-24T01:17:19.671000+00:00,1.057,19,19,2,1,True,19,1.0,1.0
completion,run_2017_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2017_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,1fcc4ed70ccbe3ee8fc30a8c8c63a21f,2026-02-24T01:17:45.044000+00:00,1.097,19,19,2,1,True,19,1.0,1.0
completion,run_2017_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2017_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,55acff0d6c5970cc4dcb42476e462a62,2026-02-24T01:18:04.597000+00:00,1.225,19,19,2,1,True,19,1.0,1.0
completion,run_2018_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2018_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,7f9253478c414a820b1d5f4503196b8c,2026-02-24T01:18:31.626000+00:00,1.349,19,19,2,1,True,19,1.0,1.0
completion,run_2018_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2018_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,12598d005419084a30bba7e90427cee4,2026-02-24T01:19:07.708000+00:00,2.722,19,19,2,1,True,19,1.0,1.0
completion,run_2019_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2019_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,c825989f0dfb906b4c685feb40cfbd9c,2026-02-24T01:19:32.807000+00:00,1.065,19,19,2,1,True,19,1.0,1.0
completion,run_2019_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2019_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,4928030c1c672a6192dbfc6c1f1e7a1f,2026-02-24T01:20:01.077000+00:00,1.059,19,19,2,1,True,19,1.0,1.0
completion,run_2020_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2020_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,False,True,7ec195f3649c934f33427d4d9feefdb4,2026-02-24T01:21:09.389000+00:00,19.221,0,0,0,0,False,0,0.0,0.0
completion,run_2020_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2020_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,14252bfbeff6d1d0e25d3d3c3d72aad7,2026-02-24T01:22:18.945000+00:00,68.487,19,19,2,1,True,19,1.0,1.0
completion,run_2021_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2021_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,False,True,94177470b5d2ef492521762746324cd9,2026-02-24T01:22:57.246000+00:00,65.71,0,0,0,0,False,0,0.0,0.0
completion,run_2021_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2021_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,77b4ad8688324656f5cd5fe45d065172,2026-02-24T01:23:27.482000+00:00,67.446,19,19,2,1,True,19,1.0,1.0
completion,run_2022_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2022_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,ef1b231bbc7f3429c3d77f385e84761a,2026-02-24T01:24:20.612000+00:00,81.984,19,19,2,1,True,19,1.0,1.0
completion,run_2022_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2022_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,a44b672a51f4d3a0d8c98dab55e8e054,2026-02-24T01:24:47.414000+00:00,78.818,19,19,2,1,True,19,1.0,1.0
completion,run_2023_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2023_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,95c49dc7522a9cff1f860fc3b616a817,2026-02-24T01:25:32.173000+00:00,70.488,19,19,2,1,True,19,1.0,1.0
completion,run_2024_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2024_NRT,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e468822ede8ef328dfa5164b6d1369ee,2026-02-24T01:26:01.473000+00:00,72.971,19,19,2,1,True,19,1.0,1.0
completion,run_2024_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2024_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,c66f59743f85193565c1ab0597e140c1,2026-02-24T01:26:27.024000+00:00,53.743,19,19,2,1,True,19,1.0,1.0
completion,run_2025_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2025_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,0c0ec9a4e3623eebc2a52084764a5d52,2026-02-24T01:26:50.717000+00:00,48.176,19,19,2,1,True,19,1.0,1.0
completion,run_2026_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2026_NRT,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,7f12ac0bdfbf1c5759edb1517486495c,2026-02-24T01:27:18.323000+00:00,50.221,19,19,2,1,True,19,1.0,1.0
completion,run_2026_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2026_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,981fc8c1531d52dcc02bb1b0dcca94e3,2026-02-24T01:27:42.940000+00:00,51.173,19,19,2,1,True,19,1.0,1.0
completion,run_2026_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2026_NRT_3,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,e1326b4699298979b7aa8b1358bcf381,2026-02-24T01:28:12.515000+00:00,53.126,19,19,2,1,True,19,1.0,1.0
completion,run_2027_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2027_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,5cf61ee176a16caf52194bf50a1b5a0d,2026-02-24T01:28:34.154000+00:00,50.04,19,19,2,1,True,19,1.0,1.0
completion,run_2027_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2027_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,e00e46be4691590b023e45a70b3aee12,2026-02-24T01:28:57.518000+00:00,43.94,19,19,2,1,True,19,1.0,1.0
completion,run_2028_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2028_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,043f6d275a8a03f647176f1a2db1c507,2026-02-24T01:29:24.719000+00:00,49.484,19,19,2,1,True,19,1.0,1.0
completion,run_2028_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2028_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,3f3d240460159c0a492b04329d4a44ea,2026-02-24T01:29:52.152000+00:00,53.498,19,19,2,1,True,19,1.0,1.0
completion,run_2028_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2028_NRT_3,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,af8876268668ea2a5c832acfa49ff9d9,2026-02-24T01:30:13.792000+00:00,47.935,19,19,2,1,True,19,1.0,1.0
completion,run_2029_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2029_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,9de5b987d4ce74e67b4a7d4ae0c37984,2026-02-24T01:30:44.557000+00:00,51.31,19,19,2,1,True,19,1.0,1.0
completion,run_2029_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2029_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,5d30678ec84c7cdf8c081e01bf29131a,2026-02-24T01:31:12.174000+00:00,57.334,19,19,2,1,True,19,1.0,1.0
completion,run_2030_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2030_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,4392b674fc5f5dfa5d1957809832ff7c,2026-02-24T01:31:43.881000+00:00,58.129,19,19,2,1,True,19,1.0,1.0
completion,run_2030_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2030_NRT_2,8,9,0.8888888888888888,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,c4a902f437fe3f83c9609ca48bd3ae35,2026-02-24T01:32:20.345000+00:00,67.045,19,19,2,1,True,19,1.0,1.0
completion,run_2031_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2031_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,55c73a11acf144e56577c462e472853a,2026-02-24T01:32:43.145000+00:00,58.184,19,19,2,1,True,19,1.0,1.0
completion,run_2031_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2031_NRT_2,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,ff05a1ef5eebb5719ed1ee57b91e4c46,2026-02-24T01:33:07.476000+00:00,46.055,19,19,2,1,True,19,1.0,1.0
completion,run_2032_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2032_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,9637cd8d28b8b9567bd5f3e252146af0,2026-02-24T01:34:15.878000+00:00,91.583,19,19,2,1,True,19,1.0,1.0
completion,run_2032_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2032_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,6bab63d1dd71a12827e65cce257069f5,2026-02-24T01:34:37.406000+00:00,87.609,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_2033_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2033_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,False,True,cc7f89164d402737e79bb5139ccb1acb,2026-02-24T01:35:02.089000+00:00,72.977,0,0,0,0,False,0,0.0,0.0
completion,run_2033_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2033_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,5f2d6093cd2d567e3b3f5f2704e45ae7,2026-02-24T01:35:24.854000+00:00,67.906,19,19,2,1,True,19,1.0,1.0
completion,run_2034_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2034_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,75f6ee0d2c5778e98ec7711faa314791,2026-02-24T01:35:48.370000+00:00,69.891,19,19,2,1,True,19,1.0,1.0
completion,run_2034_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2034_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,54a4c41f3495de46fd3f1f8116e6984b,2026-02-24T01:36:12.385000+00:00,69.257,19,19,2,1,True,19,1.0,1.0
completion,run_2035_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2035_NRT,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,ff371d536d1accbc4207f7bf46ee30a5,2026-02-24T01:36:40.552000+00:00,74.626,19,19,2,1,True,19,1.0,1.0
completion,run_2035_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2035_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,d733a66c26e78afe9d6478821c394bf3,2026-02-24T01:37:06.734000+00:00,77.257,19,19,2,1,True,19,1.0,1.0
completion,run_2035_NRT_3,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2035_NRT_3,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,3006a0851a73f800428b0a023a112bab,2026-02-24T01:37:45.340000+00:00,91.77,19,19,2,1,True,19,1.0,1.0
completion,run_2036_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2036_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,e623c9ae9441ea00788312ce3fcce0ab,2026-02-24T01:38:21.715000+00:00,100.104,19,19,2,1,True,19,1.0,1.0
completion,run_2036_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2036_NRT_2,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,477553245b2c04a882869dfcd2ed503a,2026-02-24T01:38:47.197000+00:00,99.388,19,19,2,1,True,19,1.0,1.0
completion,run_2037_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2037_NRT,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,01c480f2d3d3f9620d09189de38f5669,2026-02-24T01:39:16.795000+00:00,90.37,19,19,2,1,True,19,1.0,1.0
completion,run_2037_NRT_2,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2037_NRT_2,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,726b37a155e62cdd25fcc1d8083bab09,2026-02-24T01:39:37.795000+00:00,75.006,19,19,2,1,True,19,1.0,1.0
completion,run_2038_NRT,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\meta-llama-3-8b-instruct\completion\run_2038_NRT,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,bb92fd97e50b59811b83d2752c7945df,2026-02-24T01:40:02.890000+00:00,74.655,19,19,2,1,True,19,1.0,1.0
