mode,run_name,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_13,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,110350b0508f13b32ace460c243b82f1,2026-02-24T17:00:03.950000+00:00,,19,19,2,1,False,1,1.0,0.8947368421052632
completion,run_14,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,fb0ed3229e1ca8feb7da2e777b630afc,2026-02-24T17:00:36.365000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_15,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,3352b9ce6c9094ca50a69eb41d2ae00b,2026-02-24T17:01:04.893000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_16,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,7bc0f8eabbfd5f2bd8f61439d1aac6e0,2026-02-24T17:01:22.876000+00:00,,19,19,2,1,False,11,1.0,0.9473684210526315
completion,run_17,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,55d40a385e111b9467c56044ec91b163,2026-02-24T17:01:45.929000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_18,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,d3dc52bc18bf82dece29102116cb0e2f,2026-02-24T17:02:13.313000+00:00,,19,19,2,1,False,1,1.0,0.8947368421052632
completion,run_19,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,270bbd332be524d40f32286e9dfb7ead,2026-02-24T17:03:03.497000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_20,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,d08b978f436bb9c87eb13897d5673740,2026-02-24T17:03:35.885000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_21,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,3b566d25f275d0ec5410fc4bea021307,2026-02-24T17:03:53.863000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_22,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_23,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,160dd56d845ebe5072d4739c151d45c2,2026-02-24T17:05:01.274000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_24,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,8c22847a482be9b26c34fb56b56bf13f,2026-02-24T17:05:30.415000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_25,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1f36d1e5abceb78dfde8ff13e3fb6aaf,2026-02-24T17:06:08.223000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_26,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,18b396548b461b06c12581af8f6af783,2026-02-24T17:06:29.591000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_27,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,de3fbf5904531cb3d57cd7a497d59dbf,2026-02-24T17:07:01.354000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_28,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,d7df1b7bcd18e9a1294623940003b29e,2026-02-24T17:07:27.986000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_29,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,76f270b1fa604cadddbe12a53bd70689,2026-02-24T17:07:48.767000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_30,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,8d561bf586c9fb8f3c62f3f8c9a6c89d,2026-02-24T17:08:11.585000+00:00,,19,19,2,1,False,1,1.0,0.8947368421052632
completion,run_31,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1cf1034eb195a6b7a0aed728f70c6851,2026-02-24T17:08:42.532000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_32,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_33,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,2c6d52230249c546409ccee81ce39f6f,2026-02-24T17:09:29.951000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_34,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,308e8d46198fd0fe533faa767e4c80ce,2026-02-24T17:09:47.749000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_35,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,50414bda6930acbb5d931a2cd6741bf1,2026-02-24T17:10:13.565000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_36,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_37,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,27b32035ae0fbfdfe58adaf95ab0079a,2026-02-24T17:11:06.163000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_38,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,53b6db679578fa377815189cf1459f2f,2026-02-24T17:11:32.695000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_39,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_40,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,90ee93e58415cabb45e2e9a69a8d61e1,2026-02-24T17:12:26.310000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_41,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,1024477d3c2bd549097488ba4ab2fcf8,2026-02-24T17:13:01.559000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_42,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,b84e0b7b8717db83982788d695b7892a,2026-02-24T17:13:22.908000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_43,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,7e67e422b5fcd6b6399a34f45482d65a,2026-02-24T17:14:10.457000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_44,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,a663e9f61fe77a5659f2b5d13879bad6,2026-02-24T17:14:30.090000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_45,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,be6e77a14d5b12f050103d7d6d73612c,2026-02-24T17:14:52.455000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_46,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,74d39349a75d02cd6abcaeb670f027ed,2026-02-24T17:15:29.788000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_47,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,b6573d5307de37af28e20af489da0708,2026-02-24T17:15:51.035000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_48,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,66fdafd33b20b3b695ac5feaab0b93a6,2026-02-24T17:16:22.652000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_49,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,7d3f05fff9fe7f57d7f8e784027ed66d,2026-02-24T17:16:46.019000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_50,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1d7072d51f5cd42cd99a1751ed70544c,2026-02-24T17:17:21.784000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_51,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,e4a876c6f838cb0e5e3d518df10a67dc,2026-02-24T17:17:53.814000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_52,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_53,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,d7a4eb6c7ad9d57294ee51ce681c3355,2026-02-24T17:18:42.782000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_54,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,3758484f760fff6643c99619b8279699,2026-02-24T17:19:22.148000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_55,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,5f2d04b4662d1306aa8f1887a7b3c1d3,2026-02-24T17:19:42.918000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_56,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,14033649a4c3a3b5d98729c773645768,2026-02-24T17:20:02.377000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_57,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,63c388e5a3167c51bfa0e4dbee0576c3,2026-02-24T17:20:35.128000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_58,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,1c2bb358fe963a650baf5c769883e95a,2026-02-24T17:20:57.343000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_59,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,8f7e289f3d406b421b05abe7fd1cd582,2026-02-24T17:21:18.740000+00:00,,19,19,2,1,False,0,1.0,0.7894736842105263
completion,run_60,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,f2a5d08ab1ef217259312a202dced5cf,2026-02-24T17:22:06.892000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_61,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,7a54a8d49d2d174fa27ebabec1c3a3bf,2026-02-24T17:22:34.092000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_62,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,115fe183ebd0ac8c19fb8a668096d02d,2026-02-24T17:23:06.072000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_63,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,badceae48df7706306cea51fdd872eb7,2026-02-24T17:23:41.023000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_64,9,9,1.0,True,4,4,1.0,0,4,0.0,False,True,True,False,True,True,8e9d0459ee4a32398ccdec76680d7501,2026-02-24T17:24:03.689000+00:00,,19,19,2,1,False,1,1.0,0.8421052631578947
completion,run_65,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ebb00caa27f417bf8b52e0f247d23626,2026-02-24T17:24:39.685000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_66,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,5a8714e4fbb4e1fc8760f125626a02d9,2026-02-24T17:24:58.320000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_67,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,a44a2d6ae53ecd91910c865dd23a4df6,2026-02-24T17:25:16.399000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_68,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,48801025f577f06ec1f17312087f9aa0,2026-02-24T17:25:34.473000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_69,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,2d0a5ad2e6930c73f8ffac2d3b8e6dcc,2026-02-24T17:26:07.232000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_70,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_71,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,940ea459b204e9669f2a7706906c93e9,2026-02-24T17:26:59.632000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_72,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,849252aa6cd25eab23c38a95f3ec885e,2026-02-24T17:27:30.622000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_73,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,98dd668201e1011dd421ab4bec18b3b5,2026-02-24T17:28:00.381000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_74,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,cb8b462ce52d37eb39dcd71904a7a784,2026-02-24T17:28:29.212000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_75,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,38a96a6575bd0d24193287e63efb8092,2026-02-24T17:28:54.553000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_76,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,0d5ac76c2b456bd99c5640c9e1e94e14,2026-02-24T17:29:15.195000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_77,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,f18d125824891b8725dbb2a041cde300,2026-02-24T17:29:34.346000+00:00,,19,19,2,1,False,4,1.0,0.8947368421052632
completion,run_78,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,a99d43e2d78dde690eaf2b341c3faa02,2026-02-24T17:30:08.576000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_79,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,71407ce9496f3cab96f2e904abb9c57f,2026-02-24T17:30:33.119000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_80,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,be02ce33d011bc877845972e088186f2,2026-02-24T17:31:03.908000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_81,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_82,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,d757feae44bef259bd2a3d7ae99773a6,2026-02-24T17:31:48.574000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_83,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1e0a815aa909f540873126230fa92fe5,2026-02-24T17:32:23.503000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_84,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,4b1e65ecf95a6a1776f5859456ee9893,2026-02-24T17:32:51.471000+00:00,,19,19,2,1,False,1,1.0,0.8947368421052632
completion,run_85,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_86,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,ea3f3536f456ed49eb632c7f5481ce5e,2026-02-24T17:33:55.084000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_87,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,f8bee155267f65f23c24a265e6ed9d3e,2026-02-24T17:34:32.884000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_88,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,ebd2ac943bdc0742f8cfbe20bb95f6c6,2026-02-24T17:34:51.051000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_89,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,67f4d0aea02b25d956116918edbb0fc6,2026-02-24T17:35:22.683000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_90,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_91,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,7b15fc5427f6444adb4e0c7b2aafbfae,2026-02-24T17:36:23.839000+00:00,,19,19,2,1,False,2,1.0,0.8947368421052632
completion,run_92,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,6cdeff7f6c7e7b767d1b81125cbdee54,2026-02-24T17:37:08.046000+00:00,,19,19,2,1,False,3,1.0,0.9473684210526315
completion,run_93,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,008c04fb75f750bd468fb96773f6b4ec,2026-02-24T17:37:32.978000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_94,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,c8093e8724dfe14ab0bfdd73a70f5d15,2026-02-24T17:38:10.194000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_95,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,5e3fe897f2add57e4ad0daa721b1d4a5,2026-02-24T17:38:31.592000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_96,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,0b6fe8627593f4f1bcb5303767ada8ee,2026-02-24T17:39:04.542000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_97,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,c2e804e50b65f2a063e1dbbc6385fb49,2026-02-24T17:39:37.702000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_98,,,,,,,,,,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_99,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,dcf2628b99d95726a0c319959ad91303,2026-02-24T17:40:26.337000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_100,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,a790c5bead6b570b205bf247aacd0bdc,2026-02-24T17:40:59.739000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
