mode,run_name,run_dir,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_11,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_11,6431a38e6d26494a1582a794d1dcac58,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_12,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_12,6b57ca4afa758c4e9edbfc491b19e253,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_13,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_13,110350b0508f13b32ace460c243b82f1,5,5,0,0,0,planning_completeness,planning,False,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",2,2,5,5,2,True,2,1,2,2,1,True,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_14,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_14,fb0ed3229e1ca8feb7da2e777b630afc,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_15,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_15,3352b9ce6c9094ca50a69eb41d2ae00b,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_16,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_16,7bc0f8eabbfd5f2bd8f61439d1aac6e0,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_17,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_17,55d40a385e111b9467c56044ec91b163,3,3,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,2,1,2,2,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_18,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_18,d3dc52bc18bf82dece29102116cb0e2f,5,5,0,0,0,planning_completeness,planning,False,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",2,2,5,5,2,True,2,1,2,2,1,True,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_19,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_19,270bbd332be524d40f32286e9dfb7ead,9,9,0,0,0,planning_completeness,planning,False,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,3,9,9,3,True,2,1,2,2,1,True,0,,8,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'q_age', 'value': 30}",0,,0,,0,,0,
completion,run_20,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_20,d08b978f436bb9c87eb13897d5673740,8,8,0,0,0,planning_completeness,planning,False,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",3,3,9,9,3,True,1,1,1,1,1,True,0,,8,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_21,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_21,3b566d25f275d0ec5410fc4bea021307,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_22,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_22,196410d6bd9257fe5ce31d94732c611f,15,15,0,0,0,planning_schema_key,planning,True,5,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_age', 'value': 35}",,,,15,5,False,,,,0,0,False,0,,0,,15,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_age', 'value': 35}",0,,0,,0,,0,
completion,run_23,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_23,160dd56d845ebe5072d4739c151d45c2,2,2,0,0,0,planning_completeness,planning,False,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",1,1,1,1,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_24,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_24,8c22847a482be9b26c34fb56b56bf13f,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_25,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_25,1f36d1e5abceb78dfde8ff13e3fb6aaf,4,4,0,0,0,planning_completeness,planning,False,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],1,2,4,4,2,True,2,1,2,2,1,True,0,,4,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_26,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_26,18b396548b461b06c12581af8f6af783,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_27,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_27,de3fbf5904531cb3d57cd7a497d59dbf,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_28,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_28,d7df1b7bcd18e9a1294623940003b29e,3,3,0,0,0,planning_completeness,planning,False,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],1,2,4,4,2,True,1,1,1,1,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_29,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_29,76f270b1fa604cadddbe12a53bd70689,3,3,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_30,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_30,8d561bf586c9fb8f3c62f3f8c9a6c89d,3,3,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,2,1,2,2,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_31,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_31,1cf1034eb195a6b7a0aed728f70c6851,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_32,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_32,59ebc72c003e6ff858ff3ece27c12697,15,5,10,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",,,,15,5,False,,,,0,0,False,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,10,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'somewhat'}",0,,0,,0,
completion,run_33,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_33,2c6d52230249c546409ccee81ce39f6f,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_34,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_34,308e8d46198fd0fe533faa767e4c80ce,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_35,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_35,50414bda6930acbb5d931a2cd6741bf1,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,2,1,2,2,1,True,2,1,2,2,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_36,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_36,6cf67894bf7827a4e88ad83394dd853f,15,6,9,0,0,answer_option_mapping,answer,True,5,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'mood_impact', 'value': 'Somewhat'}",,,,15,5,False,,,,0,0,False,1,"LLM did not return JSON array. Raw: [     {""tool"": ""select"", ""key"": ""mood_impact"", ""value"": ""Somewhat""},     {""tool"": ""fill"", ""key"": ""age"", ""value"": 25},     {""tool"": ""select"", ""key"": ""follow_by_age"", ""value"": ""very_clos",5,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,9,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_37,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_37,27b32035ae0fbfdfe58adaf95ab0079a,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_38,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_38,53b6db679578fa377815189cf1459f2f,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_39,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_39,5f4509819be8a6d202d580c00a583f31,15,15,0,0,0,planning_schema_key,planning,True,5,Completion mode requires exactly one final navigation click (next/submit); found 0.,,,,15,5,False,,,,0,0,False,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,13,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_age', 'value': 25}",0,,0,,0,,0,
completion,run_40,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_40,90ee93e58415cabb45e2e9a69a8d61e1,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'age', 'employment_status']",2,1,2,2,1,True,2,1,2,2,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'age', 'employment_status']",0,,0,,0,,0,,0,
completion,run_41,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_41,1024477d3c2bd549097488ba4ab2fcf8,4,4,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",3,1,3,3,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_42,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_42,b84e0b7b8717db83982788d695b7892a,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",2,1,2,2,1,True,2,1,2,2,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_43,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_43,7e67e422b5fcd6b6399a34f45482d65a,9,9,0,0,0,planning_completeness,planning,False,4,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'attention_text_mid']",1,4,10,10,4,True,1,1,1,1,1,True,0,,9,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'attention_text_mid']",0,,0,,0,,0,,0,
completion,run_44,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_44,a663e9f61fe77a5659f2b5d13879bad6,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_45,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_45,be6e77a14d5b12f050103d7d6d73612c,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_46,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_46,74d39349a75d02cd6abcaeb670f027ed,11,11,0,0,0,planning_completeness,planning,False,4,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,4,12,12,4,True,1,1,1,1,1,True,0,,11,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_47,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_47,b6573d5307de37af28e20af489da0708,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'watch_time']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status', 'watch_time']",0,,0,,0,,0,,0,
completion,run_48,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_48,66fdafd33b20b3b695ac5feaab0b93a6,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_49,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_49,7d3f05fff9fe7f57d7f8e784027ed66d,4,3,1,0,0,planning_completeness,planning,False,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",1,2,4,4,2,True,2,1,2,2,1,True,0,,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,1,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_50,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_50,1d7072d51f5cd42cd99a1751ed70544c,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",2,1,2,2,1,True,2,1,2,2,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_51,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_51,e4a876c6f838cb0e5e3d518df10a67dc,4,4,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],3,1,3,3,1,True,3,1,3,3,1,True,0,,4,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],0,,0,,0,,0,,0,
completion,run_52,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_52,f6466efa16e4d7cca22ec5412de2a75b,15,10,5,0,0,planning_completeness,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",,,,15,5,False,,,,0,0,False,0,,6,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'q_age', 'value': 25}",5,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'somewhat'}",0,,0,,0,
completion,run_53,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_53,d7a4eb6c7ad9d57294ee51ce681c3355,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,3,1,3,3,1,True,0,,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_54,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_54,3758484f760fff6643c99619b8279699,7,7,0,0,0,planning_completeness,planning,False,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'attention_text_mid']",2,3,8,8,3,True,1,1,1,1,1,True,0,,6,"Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status', 'attention_text_mid']",1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_age', 'value': 25}",0,,0,,0,,0,
completion,run_55,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_55,5f2d04b4662d1306aa8f1887a7b3c1d3,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_56,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_56,14033649a4c3a3b5d98729c773645768,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_57,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_57,63c388e5a3167c51bfa0e4dbee0576c3,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_58,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_58,1c2bb358fe963a650baf5c769883e95a,3,3,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],3,1,3,3,1,True,2,1,2,2,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],0,,0,,0,,0,,0,
completion,run_59,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_59,8f7e289f3d406b421b05abe7fd1cd582,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_60,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_60,f2a5d08ab1ef217259312a202dced5cf,5,5,0,0,0,planning_completeness,planning,False,2,Completion mode requires exactly one final navigation click (next/submit); found 0.,2,2,5,5,2,True,2,1,2,2,1,True,0,,5,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_61,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v1\qwen2.5-7b-instruct-1m\completion\run_61,7a54a8d49d2d174fa27ebabec1c3a3bf,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
