mode,run_name,run_dir,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_24,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_24,e99a13b17babdb3fe1caa35fb6a881c5,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_25,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_25,b3c2ae30a742235781b1411ea975070a,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_26,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_26,62c2b682a0566127fd17c1b184b96f96,8,8,0,0,0,planning_completeness,planning,False,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,3,9,9,3,True,1,1,1,1,1,True,0,,8,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_27,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_27,293228ece2c036f0ef54da2f156c819d,15,8,7,0,0,answer_option_mapping,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",,,,15,5,False,,,,0,0,False,0,,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",5,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'q_age', 'value': 25}",7,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'somewhat'}",0,,0,,0,
completion,run_28,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_28,74b91c5c6614d321671bf75aebd3558d,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_29,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_29,1b2f53f6b3ee5e81c33e1fd8196a6da2,10,10,0,0,0,planning_completeness,planning,False,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,3,9,9,3,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",9,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_30,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_30,f4b92f32d0f9e13132b9f646de1eb3ed,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_31,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_31,a6c75209369a6040b47e11350a8880b9,6,6,0,0,0,planning_completeness,planning,False,3,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,3,7,7,3,True,1,1,1,1,1,True,0,,4,Completion mode requires exactly one final navigation click (next/submit); found 0.,2,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'q_age', 'value': 35}",0,,0,,0,,0,
completion,run_32,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_32,a29b4dea0f9cedae508fec5b7a6d5c7e,15,6,9,0,0,answer_option_mapping,answer,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",,,,15,5,False,,,,0,0,False,0,,6,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,9,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_33,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_33,518e49a1ec18affba5e440e52349ce0c,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_34,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_34,d17eeda7461734f8d63cfd8b5912e8aa,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_35,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_35,c9fe079dc1ec7e9f1f73617f192339a9,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_36,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_36,cb9fa5169580ff740ddf57fcee1f0b71,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['attention_text_mid'],0,,0,,0,,0,,0,
completion,run_37,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_37,e74a69fc44b0debf9cbc1c0291812b04,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_38,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_38,895e04338759db00620bf9ad78c48529,10,10,0,0,0,planning_completeness,planning,False,4,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],2,4,11,11,4,True,1,1,1,1,1,True,0,,6,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_favorite_moment', 'value': 'The moment when my favorite athlete won the gold medal.'}",0,,0,,0,,0,
completion,run_39,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_39,346c014e8baf7c7dfe7b5e08636c64d8,4,4,0,0,0,planning_completeness,planning,False,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",1,2,4,4,2,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw: [""{""tool"":""click"",""key"":""submit""}""]",3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_40,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_40,fa67658694d2be5be53429a24178b98b,6,6,0,0,0,planning_completeness,planning,False,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",1,3,7,7,3,True,1,1,1,1,1,True,0,,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': '#q_favorite_moment', 'value': 'The moment when Team USA won the gold medal in ice hockey.'}",0,,0,,0,,0,
completion,run_41,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_41,8abe8b24650cd5280cdda71b2cb332b7,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_42,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_42,10a576fe8f973bd00ae16b2808b19586,15,3,12,0,0,answer_option_mapping,answer,True,5,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],,,,15,5,False,,,,0,0,False,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],0,,12,"Check value must match ACTION_SPACE option label/value: {'tool': 'check', 'key': 'mood_impact', 'value': 'Somewhat'}",0,,0,,0,
completion,run_43,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_43,0de685ba41ceec9f4cd9fb482b33f1bd,3,3,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,2,1,2,2,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_44,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_44,ea41a6e1177ad985e1afe7543269721f,15,8,7,0,0,answer_option_mapping,planning,True,5,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",,,,15,5,False,,,,0,0,False,0,,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",5,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'q_age', 'value': 25}",7,"Check value must match ACTION_SPACE option label/value: {'tool': 'select', 'key': 'mood_impact', 'value': 'somewhat'}",0,,0,,0,
completion,run_45,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_45,d53862d34ea849c8a5314393e63b8bb3,3,3,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,2,1,2,2,1,True,0,,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",0,,0,,0,,0,,0,
completion,run_46,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_46,057b30c6152cad48fb9c79467a713b68,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],2,1,2,2,1,True,1,1,1,1,1,True,0,,1,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],0,,0,,0,,0,,0,
completion,run_47,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_47,11b04ed32d7cbc0f5c09f4ceb5674feb,3,3,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,2,1,2,2,1,True,0,,3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_48,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_48,3b54b796ed6e4446f2cfa23a6265978c,15,1,14,0,0,answer_option_mapping,answer,True,5,Completion mode requires exactly one final navigation click (next/submit); found 0.,,,,15,5,False,,,,0,0,False,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,14,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",0,,0,,0,
completion,run_49,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_49,599aa9ba1e488711838b37d45d8f7495,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
completion,run_50,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_50,f839206876c6c4e1e62e3e9b22993631,3,3,0,0,0,planning_completeness,planning,False,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",1,2,4,4,2,True,1,1,1,1,1,True,0,,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_51,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_51,dfefa0b70686114be52969e7c25b1cef,2,2,0,0,0,planning_completeness,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact', 'employment_status']",0,,0,,0,,0,,0,
completion,run_52,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_52,7d7602689eb7ebb76ef17f3deab5bc5b,2,2,0,0,0,planning_completeness,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_53,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_53,233b57867beeaf753b85758427c1eba5,1,1,0,0,0,planning_format,planning,False,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",1,1,1,1,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",0,,0,,0,,0,,0,,0,
completion,run_54,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_54,87cb03fa36ec663b00eec52e0b554464,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_55,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_55,10c91bb5eddb0d2bb6a71557cb52a78a,4,4,0,0,0,planning_completeness,planning,False,2,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],1,2,4,4,2,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",3,Completion mode requires answering all answerable items before navigation; missing keys: ['employment_status'],0,,0,,0,,0,,0,
completion,run_56,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_56,ee8ae62d6d515bb92d1fc877da0a4825,1,1,0,0,0,planning_completeness,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,0,,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_57,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_57,11ce11da9b0c326b4e8f8ca64582344a,3,3,0,0,0,planning_format,planning,False,1,Completion mode requires exactly one final navigation click (next/submit); found 0.,1,1,1,1,1,True,2,1,2,2,1,True,2,"LLM did not return JSON array. Raw: [""{""\""tool\"":\""click\"",\""key\"":\""submit\""""}""]",1,Completion mode requires exactly one final navigation click (next/submit); found 0.,0,,0,,0,,0,,0,
completion,run_58,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_58,b1ec88b02cc10bda92a398a71e8e5796,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
