mode,run_name,run_dir,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_31,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_31,0,0,,,0,0,,0,0,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_32,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_32,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,c9abe66406c4b1d6a7c5129d1f114771,2026-02-24T04:01:56.191000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_33,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_33,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,2f95262b215025fd3fef721d8b50a19f,2026-02-24T04:02:14.151000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_34,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_34,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,45b5927a588ddca06b416af205c44b93,2026-02-24T04:02:34.774000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_35,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_35,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,b9cc56a75bc24b770cfbaf5a851bf60d,2026-02-24T04:02:50.524000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_36,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_36,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,500b60c4aa3ffd2efac3bbe0f71c7711,2026-02-24T04:03:07.538000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_37,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_37,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,a8488c01693fef279322ff99d0bcbc15,2026-02-24T04:03:23.323000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_38,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_38,0,0,,,0,0,,0,0,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_39,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_39,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,71774f239fc2a75911edf71560c356d9,2026-02-24T04:04:09.703000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_40,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_40,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,cb7780de802f1ff8f50dd8a92616b8a0,2026-02-24T04:04:25.305000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_41,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_41,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,fcacf818667e2c0bab64cc5dc290390b,2026-02-24T04:04:42.920000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_42,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_42,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,2bf1a4c7e344e9db1e904a9725445d7a,2026-02-24T04:05:00.085000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_43,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_43,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,280f6a28bff209f24230fd9bdba8ebf2,2026-02-24T04:05:19.726000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_44,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_44,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,df57fd1e01a46ea0d4ad42a4f18149cd,2026-02-24T04:05:35.300000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_45,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_45,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,ef96d838c00dadd33fa3f9ef868fa6fc,2026-02-24T04:05:54.884000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_46,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_46,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,4f753b71cf96e2d1652ffc21bd72a9ff,2026-02-24T04:06:10.700000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_47,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_47,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,b18d54c2abc97c4b591c1f90867e9190,2026-02-24T04:06:29.283000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_48,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_48,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,7e2e29fc02c107069b7eae9a97890858,2026-02-24T04:06:44.872000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_49,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_49,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,1b073105bf1206ddbd180e49596d144b,2026-02-24T04:07:01.873000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_50,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_50,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,0c6156aabcf9f8bbe1f046dffa136979,2026-02-24T04:07:20.280000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_51,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_51,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,0744736aa0c4f13dc972c880b20c70c0,2026-02-24T04:07:50.246000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_52,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_52,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,9f33dfad2ebf7d65bfb001ddc1f37891,2026-02-24T04:08:05.862000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_53,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_53,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,ad7d4a4175b25eb6e93d0648c2d6e671,2026-02-24T04:08:22.827000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_54,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_54,0,0,,,0,0,,0,0,,,,,,False,False,,,,0,0,0,0,False,0,0.0,0.0
completion,run_55,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_55,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,5d9a676cbb4181467222f217497df9c1,2026-02-24T04:09:11.842000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_56,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_56,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,c8015c2fe76c79403343e6f80a7f247b,2026-02-24T04:09:31.608000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_57,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_57,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,c40cfb887501bf11ff7ebc5dab7ce568,2026-02-24T04:09:47.424000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_58,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_58,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,1e10150c908cb18fe7a71aeb79929263,2026-02-24T04:10:12.131000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_59,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_59,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,17056c19d7e904ccae396f7f513a2897,2026-02-24T04:10:27.605000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_60,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_60,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,ed87c044bd7dcff4b5b156316fbdc260,2026-02-24T04:10:48.405000+00:00,,19,19,2,1,False,0,1.0,0.8421052631578947
completion,run_61,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_61,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,a065b8c98aeccc1f4a584e281b271dbd,2026-02-24T04:11:10.987000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_62,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_62,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,9a6583ec721f3c4141f17b14b0b749a5,2026-02-24T04:11:31.971000+00:00,,19,19,2,1,False,4,1.0,0.9473684210526315
completion,run_63,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_63,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,85143251d35ea410cb2923a2aab6276e,2026-02-24T04:11:47.771000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_64,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_64,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e3b858eb5b62f109a27b88068b634588,2026-02-24T04:12:04.918000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_65,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_65,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,74d8c741ca55a536ddd43e5a71401cda,2026-02-24T04:12:20.352000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_66,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_66,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,99e154247ac1cf40bdf4cf91d2675808,2026-02-24T04:12:37.386000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_67,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_67,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,2fbbf394ee9f8c5fcb0a4c3236dd0b8e,2026-02-24T04:12:53.368000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_68,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_68,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,e0b93d2f581aa29f1a81c54a0c43026f,2026-02-24T04:13:14.535000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_69,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_69,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,fba3242e8a77e9459363e188819d50a7,2026-02-24T04:13:34.118000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_70,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_70,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,0fc839c4291e2b20930cb44170106c37,2026-02-24T04:14:02.515000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_71,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_71,9,9,1.0,True,4,4,1.0,4,4,1.0,True,True,True,True,True,True,26a5e0f7f1dbd038774a8b4598ba0c0b,2026-02-24T04:14:18.566000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_72,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_72,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,01cc52d9abe408c9506be21116754146,2026-02-24T04:14:48.948000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_73,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_73,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,c5f1cb6146457d2043cc311718711ad0,2026-02-24T04:15:08.307000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_74,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_74,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,385378cfe14ad83734efc2c90dd75f4a,2026-02-24T04:15:25.530000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_75,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_75,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,a6e838d427ec3d6bb017fd4e284764f7,2026-02-24T04:15:44.730000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_76,C:\Users\sbp5911\Visual Studio Code Workspace\Attention-Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\completion\run_76,9,9,1.0,True,4,4,1.0,3,4,0.75,False,True,True,False,True,True,b5b1b960da9ba713d3508f12e6c2d2fe,2026-02-24T04:16:00.303000+00:00,,19,19,2,1,True,19,1.0,1.0
