mode,run_name,run_dir,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
unconstrained,run_18,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_18,f414733e03bb44f78f100b7f499209f9,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_19,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_19,5e7c60c2beaf0eb7a776483cf7e39799,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_20,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_20,f55e5df7f390b9b6a51e436024502db4,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_21,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_21,55ebeabe3af02dd3984fa28f23942b43,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_22,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_22,2ff8202add99998bd0d33490fa93ecbf,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_23,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_23,bb6e23a82e69598fe6e5bb213665edf2,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_24,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_24,335e60605141f102ea011f072295ca08,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_25,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_25,c0e7f02aa1aaa2d147241c81e111b382,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,2,2,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_26,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_26,79f371b7a7e49a629cb152445c4b7fe7,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_27,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_27,3b8a7ff85d92189c9ec7942493e9f22b,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_28,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_28,8e37ac5757275ac508491acce2ed25b9,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_29,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_29,bd3b7a9e57cd5a6306dfb83aefa7a7fa,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_30,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_30,d68eaa8ef40009af1484a59aacfac8ab,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_31,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_31,45fa281db6eb87f19fa10cc42acb9aaf,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_32,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_32,e537f64e49bd762f0691379a474e4982,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_33,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_33,fa9fb9074a47fa97561bdfec0b04b12f,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_34,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_34,5fb83256be5986b06255365609de0219,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_35,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_35,beda440f173bdfdad0b7174bf7f88995,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_36,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_36,2e650b239ac7bd2899cb2fbbf104e214,1,1,0,0,0,planning_format,planning,False,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",1,1,1,1,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",0,,0,,0,,0,,0,,0,
unconstrained,run_37,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_37,6274eba4b56fcbdc4ddda90ab6a664ce,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_38,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_38,272b138accdd065c41547ed84def2762,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,2,2,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_39,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_39,a6a0db9d160e3ff7d64a780bd2c7ef64,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_40,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_40,08cf0a1b30d6937e0cfb4a4438997097,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_41,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_41,78ffeef3660b0088b7238bc8660a9810,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_42,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_42,377a579a785b1e237a189ee2d0684cc0,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_43,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_43,3c2d5b4dd673aa30b67e3101013eb3f4,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_44,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_44,1c4e405d10d6c1a2aac16f778d2c6fa2,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_45,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_45,55f5c10cce49ff485cae4a69bc1a9060,0,0,0,0,0,,,False,1,,1,1,1,2,2,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_46,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_46,d02fd9f1a01ca53a565d8aa4e8849c8a,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_47,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_47,5f32c884ad86e92860335e7d80968621,15,0,15,0,0,answer_option_mapping,answer,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",,,,15,5,False,,,,0,0,False,0,,0,,0,,15,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",0,,0,,0,
unconstrained,run_48,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_48,989262dcf7ee33ac8c4699bbc0d36d9a,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_49,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_49,e07a58b82f8c29b40cdda1696653bc14,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_50,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_50,1ecb4bd8a71d046aaa079a049c049875,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_51,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_51,c574b0dbd7df7f3668d0db58a75c4bb8,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_52,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_52,976c5f9d0b415248c4be0c7fa575435e,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_53,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_53,a51fb2f9d038c4a6b1482f6a099007eb,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_54,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_54,2ee0ef5869f53c2f96ef8c1d8d90b1b4,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_55,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_55,373799254a0b2dffdb590d565ab8316a,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_56,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_56,ff327d5762e5ddec5b3db15080c4ad4c,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_57,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_57,777ac1dabc47d13e68d4dd16416634d8,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_58,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_58,f7d00138e427c1df2ab32730868df5c3,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_59,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_59,0ab0bd44ab8aa567dc1d0462ec6eaf54,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_60,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_60,940cbc96251aeaa336c015c592669fad,15,0,15,0,0,answer_option_mapping,answer,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",,,,15,5,False,,,,0,0,False,0,,0,,0,,15,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",0,,0,,0,
unconstrained,run_61,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_61,b71c75a2e27fe303c60b3803a28df943,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_62,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_62,ee684e3fc68d2e1e9695b6619392a988,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_63,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_63,f871fd113680b5c3494e5503418d1774,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_64,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_64,6deb2e78ceea430f7a5aa1b1cbe7ff59,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_65,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_65,94fc1ab0a19898beb0b2d5a38380af00,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_66,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_66,c2501477759a7804923041cd4d0e4dda,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_67,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_67,85a7a5f247ad0b9bb364cc94fa4c2600,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_68,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_68,c6c68d7bc7bf7ebf523ab089108bac80,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_69,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_69,df87e8cba525650778d6bdbf62a4be9d,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_70,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_70,52756820fd809f0ab18cb3a26a464fc8,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_71,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_71,099cbc82e8321915d53af13c0f90e461,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_72,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_72,b5e02f3ec1c60d25a6297cb579c7dbed,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_73,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_73,0f6bc0ffef453fdcff91d86ac114e82e,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_74,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_74,3039227eeb5f4db25295c0c957037670,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_75,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_75,79d003d2b97119382b53744a7bd04c9f,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_76,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_76,5e1defcd6e9599c52680a071272b17bd,15,0,15,0,0,answer_option_mapping,answer,True,5,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",,,,15,5,False,,,,0,0,False,0,,0,,0,,15,"Select value must match ACTION_SPACE option: {'tool': 'select', 'key': 'follow_by_age', 'value': 'full_time'}",0,,0,,0,
unconstrained,run_77,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_77,a89dc9801ba970e1b3d27dcddab1d228,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_78,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_78,512d66a48d47188513472a5e58498f76,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,2,2,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_79,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_79,ef76bb30d2e9647b0960d0342b7d2400,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_80,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_80,984da30832ba990d3ecfbc7f55f61997,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_81,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_81,40d3dbbb8afe0d7f296fb622fe6b6f72,1,1,0,0,0,planning_format,planning,False,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",1,1,1,1,1,True,1,1,1,1,1,True,1,"Each step must be an object, got: '{""tool"":""click"",""key"":""submit""}'",0,,0,,0,,0,,0,,0,
unconstrained,run_82,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_82,06ea6b09a57ad7d48030b6e5953b4e6b,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
unconstrained,run_83,C:\VSCode Workspace\Attention Agents\Agent\runs\survey_v0\qwen2.5-7b-instruct-1m\unconstrained\run_83,5763efc33f3d8c02c0718c39c2194f8e,0,0,0,0,0,,,False,1,,1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,0,,0,,0,,0,,0,
