mode,run_name,text_completion_answered,text_completion_total,text_completion_rate,text_attention_ok,image_completion_answered,image_completion_total,image_completion_rate,image_accuracy_correct,image_accuracy_known_total,image_accuracy_rate,image_questions_all_correct,image_attention_ok,captcha_ok,overall_ok,reached_thank_you,submitted,validation_session_id,validation_submission_ts_utc,validation_match_delta_s,total_exec_steps,unique_answer_items_touched,next_click_count,submit_click_count,order_same_as_baseline,order_common_prefix_len,order_jaccard_overlap,order_sequence_ratio
completion,run_11,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,43cd077dcd8c065794f8beca11b3670b,2026-02-24T15:07:40.888000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_12,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,a65ea240e20bde1e51eec829d62a5444,2026-02-24T15:08:06.558000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_13,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,eb94e8580e2ee9e1dd2ec78cbc2034d9,2026-02-24T15:08:39.354000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_14,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,2b51dc9a8a4e15f2098d5219bc6ab082,2026-02-24T15:09:05.656000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_15,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,5e443f630486659533bbb498621fcc49,2026-02-24T15:09:31.588000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_16,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,64ac7bfb8afdaf882ffa4c9624c9007e,2026-02-24T15:09:56.620000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_17,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,04b85e3f9836ebc75b5953741390a414,2026-02-24T15:10:22.854000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_18,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,dfa2fcc69016389c2e1b602f9c55a0d0,2026-02-24T15:10:48.392000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_19,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,96eedb3dba66c2dcec9e40677bf7b2b0,2026-02-24T15:11:14.202000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_20,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,51ed437836393e5b2b1c9d7d763a6acd,2026-02-24T15:11:38.352000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_21,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,42a13e93de2452a97cda09680ae2737d,2026-02-24T15:12:04.733000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_22,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,a78b7d9abebaf7abc4491d9a83a24310,2026-02-24T15:12:30.539000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_23,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,e7ab2f9c52768a969c3fabaa880c1f25,2026-02-24T15:12:58.599000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_24,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ec2879351ea6b26a3c2b3fe50a0c65e3,2026-02-24T15:13:25.161000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_25,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,b467a86635d348fc98dbb15e73cd3f79,2026-02-24T15:14:04.697000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_26,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ea8b482137875ee94c5a187ccbee05c6,2026-02-24T15:14:30.732000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_27,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,5524dbc131c5dcc0fccf5ad703000786,2026-02-24T15:14:57.345000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_28,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,5e344b751b794d6d6bc08c6fcabcfb44,2026-02-24T15:15:25.948000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_29,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,a9e17fe05294cfa89f2126a6d249681f,2026-02-24T15:15:54.769000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_30,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,ad352a0147b2160e0d68d67b78d706c4,2026-02-24T15:16:18.627000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_31,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,c642c4915a232fae9136ea157789c714,2026-02-24T15:16:44.226000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_32,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,17502ec93ccdaee9066412f4fc2f43c0,2026-02-24T15:17:09.626000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_33,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,4f0eabdd9e7d6d203ccce5f547f4203b,2026-02-24T15:17:35.277000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_34,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,4690f6ff238233de7f06c964363986c2,2026-02-24T15:17:59.963000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_35,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,8aff34c70e25ad2c862012ca89a427b8,2026-02-24T15:18:26.340000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_36,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,5c07b485c901a2a02033422321349bc8,2026-02-24T15:18:54.724000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_37,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,235c9e67acfa235232cde12efaa7dd3a,2026-02-24T15:19:23.407000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_38,9,9,1.0,True,4,4,1.0,1,4,0.25,False,False,True,False,True,True,ea02d20c0ee948604ba44d8c4ea121ad,2026-02-24T15:19:49.740000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_39,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,a2ba74c42ba0a58780a433661a58ebf9,2026-02-24T15:20:15.921000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_40,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,a6641161976da3d360d2a07031faac09,2026-02-24T15:20:44.105000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_41,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,470b218e8b939fcc8ddb45388b307d76,2026-02-24T15:21:10.879000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_42,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,47994cfa66e671d652d1be58f32bdb63,2026-02-24T15:21:36.636000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_43,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,aa1fb95bd0865bfcefca86076287a2a0,2026-02-24T15:22:04.502000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_44,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,d0a240ecfb85c51fc7082e308736eba3,2026-02-24T15:22:38.285000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_45,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,71f09c08bff96d717a128a8781ade322,2026-02-24T15:23:04.658000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_46,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1f6ac840a9aee3b8dd4cba49bafeeb88,2026-02-24T15:23:34.249000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_47,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,b162303e1cdf50c9b02d8a95a6a9271f,2026-02-24T15:23:59.898000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_48,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,5e5989081039881bc1b1686ecd085826,2026-02-24T15:24:25.081000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_49,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,bdbe58a9de1a137d308544a72be176b8,2026-02-24T15:24:53.225000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_50,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,095e66b165908ec0a1635934719c7bba,2026-02-24T15:25:20.098000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_51,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,d7af15e7d0f79b3077a2795fa3ad238a,2026-02-24T15:25:48.997000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_52,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,9125252a0cce082f847e6d8f74039079,2026-02-24T15:26:14.461000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_53,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,62e4274d7c11e73b39ac29f69f968387,2026-02-24T15:26:42.512000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_54,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,2e3bfcd407309334ceeb241c1c3e3f53,2026-02-24T15:27:08.865000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_55,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,25fe1775cde6081073f15ea5eee38ae6,2026-02-24T15:27:36.411000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_56,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,7f4e7707e2a862e229c245f945e4a58c,2026-02-24T15:28:03.578000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_57,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,bc2e24c251d39bde50b96cad59f5bdfd,2026-02-24T15:28:35.828000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_58,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,a9a5bc3720574d4925389771213f253a,2026-02-24T15:29:02.960000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_59,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,fb7df8608993445f4cf3f8720429c0ca,2026-02-24T15:29:27.691000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_60,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,89edfdb308236408a32192f6989bd7e3,2026-02-24T15:29:55.758000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_61,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1ef0357698dcc7db9129edc98999e112,2026-02-24T15:30:21.591000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_62,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ccb25db0833fe7891c9bf433d2daf853,2026-02-24T15:30:49.341000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_63,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,aae9db94ef12d6d1971f796b9f300ad6,2026-02-24T15:31:13.123000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_64,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,c320dbe7048f14b0a644b47182711809,2026-02-24T15:31:46.456000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_65,9,9,1.0,True,4,4,1.0,3,4,0.75,False,False,True,False,True,True,47a09817152aa8bff93b661e762af8ba,2026-02-24T15:32:12.904000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_66,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,6081d30d258b5d5add2e4adc59fe12dc,2026-02-24T15:32:42.520000+00:00,,19,19,2,1,False,0,1.0,0.8947368421052632
completion,run_67,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,397ca4633cc7c70ccef7cbfa91812067,2026-02-24T15:33:08.472000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_68,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,d76d6cfe708a68fa990ed23b88f832a6,2026-02-24T15:33:33.521000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_69,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,d986fcd80a01b557f6196ea41832d136,2026-02-24T15:34:00.285000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_70,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,c13407e862fbe9aaf378f9b4fade7c3a,2026-02-24T15:34:28.043000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_71,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,6be4025f6a6c6bb514f57f7cf81d2d26,2026-02-24T15:34:56.883000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_72,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,eac381299d67d7d6e3da058a186c8b2f,2026-02-24T15:35:25.390000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_73,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,d9b9aa60acc24844093ac12e39c32dc3,2026-02-24T15:35:51.264000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_74,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,c27252ae802bf3c1023fdaa6e1780ec4,2026-02-24T15:36:15.347000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_75,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,113a65dbfcb54851d6109f554163e509,2026-02-24T15:36:41.268000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_76,,,,,,,,,,,,,,,True,False,,,,18,18,2,0,False,0,0.9473684210526315,0.8648648648648649
completion,run_77,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,d21f493e33be73e40d5efbf013082723,2026-02-24T15:37:31.447000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_78,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,efbcda03093e26860725cc6349b62ffc,2026-02-24T15:37:57.327000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_79,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,aea17553b5c2b9ec67330eb1dd5ea5ea,2026-02-24T15:38:25.326000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_80,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,f42cdebad204dcfd1999c3c9877ae7bc,2026-02-24T15:38:52.163000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_81,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,1b6eb9bfb524582860ea3c4067b93170,2026-02-24T15:39:16.959000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_82,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,ef1f279dc533a8629b7e8fe44f37f36e,2026-02-24T15:39:45.158000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_83,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,bc79e2cddbcf247f037bf6e09c5753af,2026-02-24T15:40:10.942000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_84,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,573b64077732a2884581b06e451756ec,2026-02-24T15:40:39.425000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_85,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,bb5c816db399955f44790fba413a253d,2026-02-24T15:41:06.831000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_86,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,49c6a299e27a96bda30c4f2c831256d9,2026-02-24T15:41:33.554000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_87,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,7cae78c206ce96d12d4942512ca85106,2026-02-24T15:42:02.690000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_88,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,f9a5aa15a60ddeb7fc67e0339a971b53,2026-02-24T15:42:35.806000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_89,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,2c2d91bc4e7f97546b9bc687f177327d,2026-02-24T15:43:02.402000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_90,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,3064279ef5821b142064c911464b1a09,2026-02-24T15:43:28.446000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_91,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,f49572523d03fb27a0ad99c56859cf51,2026-02-24T15:43:55.850000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_92,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,e2c54e7262529862f6955d8ccefe6e7e,2026-02-24T15:44:24.302000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_93,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,adb1d0f6a0369abecfda1643178c34b1,2026-02-24T15:44:58.070000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_94,,,,,,,,,,,,,,,True,False,,,,18,18,2,0,False,18,0.9473684210526315,0.972972972972973
completion,run_95,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,7e2bfaba6520ff27be80643743842f06,2026-02-24T15:45:42.200000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_96,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,ca9cc26a6b3b785b45f73c151e9f3ec2,2026-02-24T15:46:08.866000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_97,9,9,1.0,True,4,4,1.0,2,4,0.5,False,True,True,False,True,True,ab28e18372476e414331d2728cf5f09a,2026-02-24T15:46:35.542000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_98,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,a81e4ba8585bab03885c8be6f61db5a0,2026-02-24T15:47:01.066000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_99,9,9,1.0,True,4,4,1.0,2,4,0.5,False,False,True,False,True,True,1f1e09d3934094605f66bfb927985d7b,2026-02-24T15:47:27.614000+00:00,,19,19,2,1,True,19,1.0,1.0
completion,run_100,9,9,1.0,True,4,4,1.0,1,4,0.25,False,True,True,False,True,True,6ac932919e432f4c66ff6f6bac00ccf8,2026-02-24T15:47:53.531000+00:00,,19,19,2,1,True,19,1.0,1.0
