mode,run_name,session_id,plan_reject_count,planning_failure_count,answer_failure_count,infra_failure_count,other_failure_count,dominant_category,dominant_failure_type,stalled,empty_plan_count,first_error,text_success_attempt,text_success_observe_index,text_total_attempts_until_success,text_total_attempts_observed,text_observe_blocks,text_success_found,image_success_attempt,image_success_observe_index,image_total_attempts_until_success,image_total_attempts_observed,image_observe_blocks,image_success_found,category_planning_format,sample_planning_format,category_planning_completeness,sample_planning_completeness,category_planning_schema_key,sample_planning_schema_key,category_answer_option_mapping,sample_answer_option_mapping,category_answer_value_constraints,sample_answer_value_constraints,category_infra_or_transport,sample_infra_or_transport,category_other,sample_other
completion,run_17,04b85e3f9836ebc75b5953741390a414,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_18,dfa2fcc69016389c2e1b602f9c55a0d0,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""firstName"",""value"":""John""},  {""tool"":""fill"",""key"":""lastName"",""value"":""Doe""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""set_range"",""key"":""age"",",1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstName', 'value': 'John'}",0,,0,,0,,0,
completion,run_19,96eedb3dba66c2dcec9e40677bf7b2b0,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""name"",""value"":""John Doe""},  {""tool"":""fill"",""key"":""email"",""value"":""johndoe@example.com""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""check"",""key",1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstname', 'value': 'John'}",0,,0,,0,,0,
completion,run_20,51ed437836393e5b2b1c9d7d763a6acd,4,4,0,0,0,planning_schema_key,planning,False,1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_21,42a13e93de2452a97cda09680ae2737d,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_22,a78b7d9abebaf7abc4491d9a83a24310,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_23,e7ab2f9c52768a969c3fabaa880c1f25,7,7,0,0,0,planning_schema_key,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],3,1,3,3,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""name"",""value"":""John Doe""},  {""tool"":""fill"",""key"":""email"",""value"":""johndoe@example.com""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""set_range"",",2,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_24,ec2879351ea6b26a3c2b3fe50a0c65e3,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstName', 'value': 'John'}",0,,0,,0,,0,
completion,run_25,b467a86635d348fc98dbb15e73cd3f79,10,10,0,0,0,planning_completeness,planning,False,3,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",1,3,7,7,3,True,1,1,1,1,1,True,0,,6,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_26,ea8b482137875ee94c5a187ccbee05c6,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_27,5524dbc131c5dcc0fccf5ad703000786,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_28,5e344b751b794d6d6bc08c6fcabcfb44,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""name"",""value"":""John Doe""},  {""tool"":""fill"",""key"":""email"",""value"":""johndoe@example.com""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""check"",""key",1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstname', 'value': 'John'}",0,,0,,0,,0,
completion,run_29,a9e17fe05294cfa89f2126a6d249681f,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_30,ad352a0147b2160e0d68d67b78d706c4,4,4,0,0,0,planning_schema_key,planning,False,1,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",1,1,1,1,1,True,1,1,1,1,1,True,0,,0,,4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_31,c642c4915a232fae9136ea157789c714,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstName', 'value': 'John'}",0,,0,,0,,0,
completion,run_32,17502ec93ccdaee9066412f4fc2f43c0,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'Name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_33,4f0eabdd9e7d6d203ccce5f547f4203b,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_34,4690f6ff238233de7f06c964363986c2,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_35,8aff34c70e25ad2c862012ca89a427b8,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_36,5c07b485c901a2a02033422321349bc8,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_37,235c9e67acfa235232cde12efaa7dd3a,7,7,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""name"",""value"":""John Doe""},  {""tool"":""fill"",""key"":""email"",""value"":""johndoe@example.com""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""set_range"",",2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_38,ea02d20c0ee948604ba44d8c4ea121ad,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_39,a2ba74c42ba0a58780a433661a58ebf9,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_40,a6641161976da3d360d2a07031faac09,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_41,470b218e8b939fcc8ddb45388b307d76,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstName', 'value': 'John'}",0,,0,,0,,0,
completion,run_42,47994cfa66e671d652d1be58f32bdb63,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'firstName', 'value': 'John'}",0,,0,,0,,0,
completion,run_43,aa1fb95bd0865bfcefca86076287a2a0,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_44,d0a240ecfb85c51fc7082e308736eba3,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_45,71f09c08bff96d717a128a8781ade322,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_46,1f6ac840a9aee3b8dd4cba49bafeeb88,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [{""tool"":""fill"",""key"":""name"",""value"":""John Doe""},  {""tool"":""fill"",""key"":""age"",""value"":""30""},  {""tool"":""select"",""key"":""gender"",""value"":""Male""},  {""tool"":""set_range"",""key"":""income"",""val",1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_47,b162303e1cdf50c9b02d8a95a6a9271f,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'set_range', 'key': 'age', 'value': 35}",0,,0,,0,,0,
completion,run_48,5e5989081039881bc1b1686ecd085826,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_49,bdbe58a9de1a137d308544a72be176b8,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_50,095e66b165908ec0a1635934719c7bba,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,0,,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_51,d7af15e7d0f79b3077a2795fa3ad238a,6,6,0,0,0,planning_schema_key,planning,False,1,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],3,1,3,3,1,True,1,1,1,1,1,True,0,,2,Completion mode requires answering all answerable items before navigation; missing keys: ['mood_impact'],4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_52,9125252a0cce082f847e6d8f74039079,5,5,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",2,1,2,2,1,True,1,1,1,1,1,True,1,"LLM did not return JSON array. Raw:  [   {""tool"":""check"", ""key"": ""gender"", ""value"": ""Male""},   {""tool"":""fill"", ""key"": ""firstName"", ""value"": ""Jane""},   {""tool"":""fill"", ""key"": ""lastName"", ""value"": ""Doe""},   {""tool"":""set_ra",1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'fullName', 'value': 'John Doe'}",0,,0,,0,,0,
completion,run_53,62e4274d7c11e73b39ac29f69f968387,6,6,0,0,0,planning_schema_key,planning,False,1,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",3,1,3,3,1,True,1,1,1,1,1,True,0,,2,"Completion mode requires answering all answerable items before navigation; missing keys: ['trust_coverage', 'mood_impact']",4,"Key not in ACTION_SPACE: {'tool': 'fill', 'key': 'name', 'value': 'John Doe'}",0,,0,,0,,0,
